KernelId,UserId,CurrentKernelVersionId,DownloadStatus,FolderBatch
12038013,570506,43810597,ok,0
12043161,214870,43828401,ok,0
12043720,214870,43830667,ok,0
12051222,3012786,43859284,ok,0
12051872,3012786,43864864,ok,0
12059281,214870,43888344,ok,0
12059589,214870,43890766,ok,0
12058993,769452,43893691,ok,0
12063909,570506,43906431,ok,0
12066737,3012786,43920994,ok,0
12067957,1231596,43921420,ok,0
12076704,2781854,43955207,ok,0
12082020,3012786,43980593,ok,0
12082746,1798416,43979394,ok,0
12084153,3012786,43984505,ok,0
12083278,1056223,43998723,ok,0
12096463,4956172,44032865,ok,0
12099184,3012786,44051340,ok,0
12102586,1328185,44055069,ok,0
12107756,214870,44077265,ok,0
12108452,4051350,44078816,ok,0
12075658,214870,44077348,ok,0
12109739,570506,44082460,ok,0
12111014,3012786,44096878,ok,0
12112228,3177784,44093492,ok,0
12115164,1860617,44107535,ok,0
12117074,1860617,44109131,ok,0
12118259,3012786,44116484,ok,0
12128334,214870,44150551,ok,0
12129379,2062758,44155272,ok,0
12131327,417337,44167079,ok,0
12134530,417337,44173470,ok,0
12135505,535639,44175288,ok,0
12135086,417337,44175640,ok,0
12137714,3012786,44190718,ok,0
12135954,417337,44185704,ok,0
12138587,417337,44185989,ok,0
12119626,3012786,44191384,ok,0
12101236,5168115,44193732,ok,0
12140894,5168115,44193902,ok,0
12140521,3012786,44197426,ok,0
12143234,1532198,44202137,ok,0
12145961,436401,44213026,ok,0
12150672,2675447,44229488,ok,0
12154316,3012786,44244693,ok,0
12155318,3012786,44245715,ok,0
12158561,3012786,44258671,ok,0
12159314,3012786,44262623,ok,0
12165882,548996,44290342,ok,0
12168456,417337,44293181,ok,0
12168749,417337,44295971,ok,0
12169597,417337,44296568,ok,0
12169696,417337,44298027,ok,0
12170122,417337,44299116,ok,0
12170405,417337,44299428,ok,0
12170504,417337,44302174,ok,0
12171194,570506,44302494,ok,0
12171308,417337,44302820,ok,0
12171836,417337,44306833,ok,0
12175605,417337,44318355,ok,0
12173249,417337,44322546,ok,0
12173084,417337,44325101,ok,0
12175541,3012786,44328349,ok,0
12174198,2781854,44340805,ok,0
12182457,2781854,44344599,ok,0
12186135,214870,44385278,ok,0
12194706,3012786,44391077,ok,0
12196012,3012786,44395372,ok,0
12185810,1478649,44419179,ok,0
12204603,570506,44425638,ok,0
12157122,18102,44439468,ok,0
12209839,3012786,44450552,ok,0
12211459,3012786,44453005,ok,0
12211974,3012786,44455115,ok,0
12214487,1532198,44492196,ok,0
12217180,1120704,44474651,ok,0
12121933,727004,44479854,ok,0
12194247,417337,44487961,ok,0
12224107,3012786,44503677,ok,0
12224137,417337,44501123,ok,0
