KernelId,UserId,CurrentKernelVersionId,DownloadStatus,FolderBatch
12036291,314468,43809548,ok,0
12040393,3773993,43820606,ok,0
12041414,2058044,43830452,ok,0
12044394,1305588,43837396,ok,0
12046641,3773993,43841029,ok,0
12052522,2745910,43867010,ok,0
12054305,2560033,43876044,ok,0
12057020,3773993,43881125,ok,0
12061276,3773993,43895368,ok,0
12061708,5484076,43905811,ok,0
12048784,1330628,43917185,ok,0
12071560,3406049,43935143,ok,0
12075800,3891191,43957964,ok,0
12079832,3268512,43974060,ok,0
12082567,29522,43975775,ok,0
12080360,3268512,43979435,ok,0
12088921,2199749,44001485,ok,0
12085266,3891191,44003184,ok,0
12081161,2596066,44004072,ok,0
12087725,4760409,44017015,ok,0
12082881,3268512,44024483,ok,0
12093850,1625743,44025155,ok,0
12081099,3268512,44030794,ok,0
12086293,3268512,44029680,ok,0
12100746,1625743,44047850,ok,0
12090115,2560033,44047588,ok,0
12088953,590240,44050903,ok,0
12070406,103225,44051388,ok,0
12072003,103225,44051595,ok,0
12077186,103225,44051746,ok,0
12107979,3618598,44082166,ok,0
12108518,1622856,44091652,ok,0
12109448,2139711,44081090,ok,0
12113611,1350598,44101587,ok,0
12115269,1622856,44103305,ok,0
12115681,1622856,44105587,ok,0
12115889,3773993,44111979,ok,0
12118451,3773993,44113821,ok,0
12118609,3773993,44114591,ok,0
12067593,2745910,44125799,ok,0
12121494,1622856,44128893,ok,0
12097112,4627242,44130534,ok,0
12127930,3773993,44148149,ok,0
12124606,1350598,44149513,ok,0
12119035,3891191,44164585,ok,0
12132579,1622856,44167177,ok,0
12133739,3773993,44169435,ok,0
12134256,3773993,44170772,ok,0
12101351,4760409,44188963,ok,0
12091816,4760409,44198195,ok,0
12075043,4760409,44218025,ok,0
12147965,4182566,44219694,ok,0
12148534,962997,44258437,ok,0
12106256,2139711,44223788,ok,0
12153926,214989,44243186,ok,0
12132917,3644761,44253106,ok,0
12080759,2745910,44256690,ok,0
12051324,4760409,44262906,ok,0
12134464,1498852,44264727,ok,0
12124225,1845158,44270115,ok,0
12165738,4627242,44283898,ok,0
12166135,4627242,44284451,ok,0
12166973,2262596,44287196,ok,0
12087891,2911143,44462516,ok,0
12168424,2262596,44292284,ok,0
12168522,2262596,44292625,ok,0
12165266,2262596,44296188,ok,0
12164109,2033538,44295102,ok,0
12175821,2262596,44321863,ok,0
12178567,4760409,44334293,ok,0
12164261,2911143,44752527,ok,0
12180959,4760409,44338250,ok,0
12181194,4760409,44338964,ok,0
12181202,4760409,44340638,ok,0
12181322,486218,44340324,ok,0
12182715,4321234,44361014,ok,0
12110272,2133190,44361370,ok,0
12172426,337744,44370091,ok,0
12160708,4760409,44375369,ok,0
12134364,1348567,44381214,ok,0
12193375,3492504,44414996,ok,0
12199117,590240,44408616,ok,0
12181492,4688022,44415154,ok,0
12114769,3492127,44412015,ok,0
12122431,1508055,44412902,ok,0
12201754,226555,44418139,ok,0
12201236,3773993,44415759,ok,0
12203175,4760409,44452148,ok,0
12168136,998934,44421869,ok,0
12208421,3492504,44446842,ok,0
12145847,2596066,44447883,ok,0
12171541,4760409,44448945,ok,0
12213995,4760409,44461883,ok,0
12120485,951222,44466964,ok,0
12189465,1625743,44476116,ok,0
12168540,3891191,44475893,ok,0
12198164,1853329,44485592,ok,0
12197772,3891191,44488341,ok,0
12225037,3492504,44515080,ok,0
12226639,1622856,44510726,ok,0
12231345,1265131,44528903,ok,0
12194154,2262596,44535503,ok,0
12143829,2370694,44539964,ok,0
12234486,98882,44541955,ok,0
12197142,2560033,44551185,ok,0
12198728,5569804,44561351,ok,0
12246761,3607160,44584388,ok,0
12247345,5337747,44585605,ok,0
12247694,4760409,44587840,ok,0
12248214,4760409,44597252,ok,0
12250093,4760409,44597242,ok,0
12249775,4760409,44597245,ok,0
12250958,4760409,44597982,ok,0
12251068,4760409,44598356,ok,0
12251127,4760409,44598637,ok,0
12253624,2058044,44620373,ok,0
12254547,4760409,44621714,ok,0
12268724,224179,44660438,ok,0
12270639,2603247,44665747,ok,0
12179038,2560033,44709868,ok,0
12285490,5958444,44719434,ok,0
12283555,3773993,44719608,ok,0
12293603,3885917,44774585,ok,0
12284502,2986914,44783023,ok,0
12301737,4760409,44784908,ok,0
12300592,3773993,44808206,ok,0
12308526,3773993,44804819,ok,0
12270080,4760409,44809075,ok,0
12315806,2560033,44826928,ok,0
12316479,2560033,44831211,ok,0
12299910,3891191,44843076,ok,0
12322453,190923,44853427,ok,0
12323575,3773993,44856925,ok,0
12166734,622458,44867401,ok,0
12195846,590240,44878147,ok,0
12330339,4723300,44878982,ok,0
12332390,4760409,44887554,ok,0
12338236,908174,44911026,ok,0
12342243,2769451,44924985,ok,0
12355623,2262596,44994192,ok,0
12358279,3995454,44982841,ok,0
12358494,3995454,44983255,ok,0
12332722,1429925,45034012,ok,0
12363057,1622856,45000840,ok,0
12364765,2504634,45371556,ok,0
12328526,2133190,45024821,ok,0
12161544,2911143,45027476,ok,0
12335834,3773993,45036242,ok,0
12149792,3387578,45042401,ok,0
12335021,127341,45043550,ok,0
12160993,834077,45050744,ok,0
12185415,1508055,45078135,ok,0
12251792,2711607,45086233,ok,0
12204007,590240,45084552,ok,0
12347704,4760409,45086635,ok,0
12387063,107207,45085971,ok,0
12348259,4760409,45086640,ok,0
12387689,2769451,45099760,ok,0
12338489,2711607,45095381,ok,0
12405032,998023,45231523,ok,0
12403550,8574,45149206,ok,0
12408517,2986914,45404299,ok,0
12409701,846065,45167346,ok,0
12339784,1348567,45181327,ok,0
12340105,1348567,45182029,ok,0
12398445,5569804,45183369,ok,0
12355636,2603247,45185967,ok,0
12335924,590240,45188502,ok,0
12337739,590240,45191539,ok,0
12430226,3390165,45241141,ok,0
12420185,4688022,45248511,ok,0
12237662,3891191,45298855,ok,0
12433211,2262596,45262235,ok,0
12441874,3995454,45282478,ok,0
12442007,3995454,45282770,ok,0
12442429,2769451,45284958,ok,0
12447362,1429925,45303223,ok,0
12447012,5325169,45302684,ok,0
12449433,2560033,45310184,ok,0
12450010,2560033,45314834,ok,0
12444122,3773993,45322161,ok,0
12456290,2262596,45337685,ok,0
12459299,2769451,45347660,ok,0
12460871,846065,45353333,ok,0
12461792,2626211,45356205,ok,0
12036739,1508055,45373019,ok,0
12417443,2087558,45378696,ok,0
12393160,4688022,45390375,ok,0
12451166,3390165,45442081,ok,0
12143279,2087558,45447003,ok,0
12484593,3390165,45447397,ok,0
12439347,4321234,45453389,ok,0
12043088,3891191,45459924,ok,0
12488209,5569804,45470731,ok,0
12493405,72177,45474204,ok,0
12483299,2745910,45479119,ok,0
12494776,2745910,45488378,ok,0
12488419,998934,45562477,ok,0
12495307,3492504,45498961,ok,0
12493212,5569804,45500025,ok,0
12250978,1483555,45508593,ok,0
12452105,4321234,45510891,ok,0
12478595,1094066,45513566,ok,0
12489619,1675360,45574235,ok,0
12510561,2796584,45539851,ok,0
12493678,998934,45544727,ok,0
12519873,3492504,45649269,ok,0
12520045,590240,45584840,ok,0
12473727,642735,45584766,ok,0
