KernelId,UserId,CurrentKernelVersionId,DownloadStatus,FolderBatch
12035686,4435239,43801986,ok,0
12036156,4930308,43804898,ok,0
12036521,4565621,43954564,ok,0
12036954,2219178,43807940,ok,0
12036864,1462567,43805536,ok,0
12037338,4072046,43824116,ok,0
12037388,2550488,43821184,ok,0
12037753,5375877,43928170,ok,0
12037807,5007754,43808048,ok,0
12038450,2899404,43810875,ok,0
12038724,3781843,43847342,ok,0
12038030,662076,43811751,ok,0
12038509,5608606,43813884,ok,0
12040262,5377188,43817082,ok,0
12038390,3258127,43819208,ok,0
12036353,5817618,43822349,ok,0
12040808,1706933,43820352,ok,0
12041449,5557330,43823250,ok,0
12040875,5462397,43821473,ok,0
12041924,1597879,43863224,ok,0
12041386,3738385,43823172,ok,0
12042267,5862696,43826485,ok,0
12041179,4977141,43830670,ok,0
12042648,5871873,43826041,ok,0
12043159,3738385,43828215,ok,0
12043144,5824113,43828033,ok,0
12042791,4614200,43828900,ok,0
12043644,3738385,43831115,ok,0
12043747,3785218,43831038,ok,0
12043937,5178821,43830203,ok,0
12043481,3738385,43830309,ok,0
12043047,5862696,43830683,ok,0
12044058,3644097,43831364,ok,0
12043847,5446020,43833300,ok,0
12043462,3591818,43832497,ok,0
12045019,4612960,43872182,ok,0
12045066,5862696,43836713,ok,0
12044773,3591818,43834792,ok,0
12042457,5540055,43835076,ok,0
12046665,4957801,43841186,ok,0
12046777,4234604,43848041,ok,0
12046780,4247586,43841207,ok,0
12047013,5591908,43842703,ok,0
12047380,4908608,43849597,ok,0
12047113,4585190,43843390,ok,0
12036680,1555198,43846652,ok,0
12048749,752050,43856419,ok,0
12049466,4234604,43851126,ok,0
12048752,3979234,43852171,ok,0
12038756,14634,43852538,ok,0
12049819,5722170,43852731,ok,0
12051043,4681840,43857736,ok,0
12048801,4531590,43861573,ok,0
12050905,2464087,43858822,ok,0
12051978,5663102,43860289,ok,0
12051766,5456356,43862220,ok,0
12050169,5815839,43861057,ok,0
12042788,4785714,43875081,ok,0
12052837,3275397,43867091,ok,0
12054393,3382925,43941266,ok,0
12055035,4717879,43880426,ok,0
12054873,4705528,43873654,ok,0
12055752,3100699,43875381,ok,0
12055910,5545086,43928691,ok,0
12053000,2944672,43875572,ok,0
12040735,4287748,43876496,ok,0
12056300,1571374,43876749,ok,0
12057464,4631615,43953862,ok,0
12057667,5873902,43881458,ok,0
12058020,1057191,43884437,ok,0
12056605,3664687,43883465,ok,0
12059018,5862696,43886995,ok,0
12059240,5862696,43888001,ok,0
